Başlık;Platform;Görsel URL;Link;Açıklama;Tarih;Hashtag
Lahanadan lazanya mı olur demeyin çok lezzeytli...;Instagram;images/reel_DF74v4rIFyB.jpg;https://www.instagram.com/reel/DF74v4rIFyB/;"Lahanadan lazanya mı olur demeyin çok lezzeytli oluyor hem de glutensiz:)
Tariften öte kocaman lahanayı kim doğrarı anlattım. Bir zaman yanlışlıkla dolapta lahana donmuş, dışta kalan yaprakları aldım ve aşırı kolay soyulduğunu fark ettim, o gün bugündür hep lahanayı diplere sıkıştırıyorum:) Sizinki de donarsa sakın ola atmayın.

Lahanadan Lazanya
Lahana 1 küçük boy
Kıyma 250-300 gr
Kereviz sapı 2-3 adet
Havuç 1 adet
Soğan 1 adet
Sarımsak 1 adet
Domates salçası 1 yemek kaşığı
Domates suyu 2 su bardağı
Tuz 1 çay kaşığı
Karabiber 1/2 çay kaşığı
Rendelenmiş peynir 1 kase ( mozarella,kaşar, eski kaşar gibi)
Zeytinyağı 2-3 yemek kaşığı

Üzeri için;
Pesto sos 1 tatlı kaşığı
Zeytinyağı 1 yemek kaşığı

*Lahanayı yapraklara ayırın, kaynayan suyun içinde 1-2 dk haşlayın ve çıkarın.
*Ortasındaki kalın damarları alın ve kenarda bekletin.
*Sosi için tüm sebzeleri ince ince doğrayın.
*Tavaya zeytinyağı dökün ve ilk olarak kıymayı kavurun.
*Kavrulan kıymanın üzerine soğan ve sarımsağı doğrayın 2-3 dk pişirin.
*Kereviz sapı ve havucu da ilave edip kavurmaya devam edin.
*Domates salçasını ekleyin ve bir tur karıştırın.
*Üzerine yazdan kalan domates sostan ilave edin.
*Tuz ve karabiberi de ilave edip kısık ateşte pişirin.
*Fırın kabına 2 kat sos olacak şekilde lahanaları dizin.
*Ara katlara rendelenmiş peynirden ilave edin.
*Üzeri için bir kabın içinde pesto sos ve zeytinyağını karıştırın, lahanaların üzerine gezdirin.
*Bu kısım isteğe bağlı dilerseniz sadece peynir, pesto sos ya da beşamel sos ekleyip pişirebilirsiniz. hepsi çok lezzetli oluyor.
*Yağlı kağıt serip önceden ısıtılmış 180 derece fırında 35-45 dk pişirn.
Afiyet olsun.

#handeninsofrası #yemektarifleri #lahana #lahanya #sebzeyemekleri #veggy";2.11.2025;#handeninsofrası #yemektarifleri #lahana #lahanya #sebzeyemekleri #veggy
Sıcak ev yemeği kokusu geldi mi.;Instagram;images/reel_DQemET3jEBj.jpg;https://www.instagram.com/reel/DQemET3jEBj/;"Sıcak ev yemeği kokusu geldi mi.

Basmati pilavı
Basmati pirinci 1 su bardağı
Defne yaprağı 1 adet
Tuz 1 çay kaşığı
İlikli kemik suyu 1 yemek kaşığı
Tereyağı 1 yemek kaşığı

*Önce suyu ocağa alın. 1’e 1,5 su bardağı.
*Üzerine pirinç hariç tüm malzemeyi ekleyin.
*Tuzunu kontrol edin gerekirse ilave edin.
*Su kaynayınca pirinçleri tencereye alın ve kısık ateşte pişirin.
*Mutlaka demlendirin.

Karışık sebze yemeği
evde ne varsa yapabilrisniz.
Patlıcan 1-22 adet
Kabak 1-2 adet
Biber 1-2 adet
Soğan 2 adet
Sarımsak 2 diş
Domates sos ya da rende 1 su bardağı
Patates 1-2 adet
Zeytinyağı 3-4 yemek kaşığı
Tuz 1-2 çay kaşığı

Üzeri için;
Tulum peyniri
Maydanoz

*Soğanı piyazlık doğrayın ve zeytinyağında soteleyin.
*Sarımsakları da dilimleyip ilave edin.
*Tüm sebzelerin kabuklarını soyun ve eşit kalınlıkta dilimleyin.
*Tencereye alın ve üzerine domates sos dökün.
*Kısık ateşte pişirin.
*Mutlaka dinlendirin öyle servis yapın.
*Servis sırasında biraz maydanoz, biraz zeytinyağı ve bolca tulum peyniri ekleyin.

Afiyet olsun.

#handeninsofrası #sofra #menü";31.10.2025;#handeninsofrası #sofra #menü
Winner birdi iki oldu. Mert ve Başak kazandı;Instagram;images/reel_DQcTnXmDMjd.jpg;https://www.instagram.com/reel/DQcTnXmDMjd/;"Winner birdi iki oldu. Mert ve Başak kazandı👏 
İyi mücadele ettik be Çağdaş🙌

Bir sonraki keyifli günlerimize🥂🫶
@mertakiner @basakbaykan @cagdasdikici 

#tennis #tenis";30.10.2025;#tennis #tenis
Çat kapı gelen misafire, çıtır çıtır börek hazı...;Instagram;images/post_DQWtEPhjLhn.jpg;https://www.instagram.com/p/DQWtEPhjLhn/;"Çat kapı gelen misafire, çıtır çıtır börek hazırlayın🫠

Annemin dondurucu böreği
Yufka 3-4 adet
Tereyağı 1/2 su bardağı
Ayçiçek yağı ya da zeytinyağı 1 su bardağı
Peynir 1 kalıp
Üzeri için;
Yumurta sarısı 1 adet 
Susam
Çörek otu

* İlk önce tereyağı ocakta eritin.
*Eriyen tereyağı ocaktan alın üzerine sıvı yağı ekleyin, karıştırın.
*Ayrı bir kapta peyniri ezin ya da rendeleyin.
*İçine dilerseniz maydanoz ve karabiber ekleyin.
*Yufkayı açın, yağı eşit bir şekilde gezdirin ve ikiye katlayın. 
*Tekrar yağ sürün ve istediğiniz boyuta göre 6-8 eşit parçaya kesin.
*Peyniri uç kısma ekleyin ve rulo yapın.
*Diğer yufkalar için de aynı işlemi yapın.
*Buzdolabı poşetlerine yan yana dizin ve derin dondurucuya kaldırın.
*Pişireceğiniz zaman önce fırını ısıtın ardından börekleri çıkartın ve tepsiye dizin.
*Üzerine yumurta sarısı ve dilerseniz susam ekleyin.
*180 derece önceden ısıtılmış fırında üzeri kızarana kadar 35-45dk pişirin.

#handeninsofrası #börek #börektarifleri";28.10.2025;#handeninsofrası #börek #börektarifleri
Tavuk çorbasını bir de böyle deneyin, bol bahar...;Instagram;images/reel_DQUOUygjE8q.jpg;https://www.instagram.com/reel/DQUOUygjE8q/;"Tavuk çorbasını bir de böyle deneyin, bol baharatlı ve bol sebzeli biz keyifle hepsini bitirdik😍

Zerdeçallı Tavuk Çorbası
Tavuk 2-3 but 
Soğan 1 adet
Sarımsak 1 adet
Havuç 1 adet
Kereviz sapı 1-2 adet
Patates 1 adet
Toz zerdeçal ½ çay kaşığı
Toz zencefil ½ çay kaşığı
Karabiber ½ çay kaşığı
Tuz 1 çay kaşığı
Zeytinyağı 2-3 yemek kaşığı

Üzeri için;
Maydanoz
Zeytinyağı
Limon

*Kereviz sapı hariç tüm sebzeleri kabaca doğrayın.
*Tencereye zeytinyağı dökün ve sebzeleri soteleyin.
*Üzerine baharatları ilave edin ve bir tur çevirin.
*Patates ve tavukları ekleyip, tavukların üzerini geçecek kadar su ilave edin.
*Kaynayınca kısık ateşe alın.
*Tavuklar kemiğinden ayrılmaya başlayınca olmuştur, tavukları kenara alın ve etli kısımları parçalara bölün.
*Kerevizleri çıkarın, blenderdan geçirirken zorlanabilirsiniz.
*Blenderdan püre haline getirin.
*Eğer katı olduysa sıcak su ekleyin ve bir taşım kaynatın.
*Ayıkladığınız tavukları tencereye dökün, karıştırın.
*Servis tabağına alın.
*Üzerine biraz maydanoz, biraz zeytinyağı ve limon ekleyin.
Afiyet olsun.
#handeninsofrası #çorbatarifleri";27.10.2025;#handeninsofrası #çorbatarifleri
Kesinlikle tekrar yapılacak, sosun lezzeti dama...;Instagram;images/reel_DQO8E2FDPq2.jpg;https://www.instagram.com/reel/DQO8E2FDPq2/;"Kesinlikle tekrar yapılacak, sosun lezzeti damağımda kaldı. Kurtarıcı misafir tarifimizde bugün kremalı tavuk var👌

Kremalı Hardallı Tavuk
Tavuk but ya da kalça 4 adet
Soğan 1 adet
Sarımsak 1 adet
Krema ½ paket
İlikli kemik suyu ya da tavuk suyu 2 yemek kaşığı
Tuz 1 çay kaşığı
Karabiber ½ çay kaşığı
Limon kabuğu
Hardal 1 dolu çay kaşığı 

Patates Püresi
Patates 2-3 adet
Tereyağı 1 yemek kaşığı
Süt 1 su bardağı (patatese göre değişir yarım ekleyin önce en son katı olursa diğer yarısını da ekleyin)
Krema 1/2 paket
Tuz 1 çay kaşığı
Muskat rendesi ½ çay kaşığı
Karabiber ½ çay kaşığı
Tane hardal 1 çay kaşığı

*Soğan ve sarımsağı doğrayın.
*Patatesleri soyun, eşit boyda dilimleyin, üzerine kadar su ekleyin ve haşlayın.
*Tencereyi ısıtın, zeytinyağı ekleyin.
*Üzerine tavukların derili yüzeyleri alta bakacak şekilde bırakın.
*Kızarınca diğer tarafı çevirin ve 1-2 dk daha kızartın.
*Tavukları kenara alın ve aynı tencereye doğradığınız soğan ve sarımsağı ekleyin.
*Soğanlar hafif renk değiştirince tavukları geri tencereye alın.
*Baharatları ekleyin.
*İlikli kemik suyu, hardal, limon kabuğu ve krema ekleyin.
*İlikli kemik suyu ya da tavuk suyu yoksa biraz su ekleyin ki krema açılsın.
*Kapağını kapatın ve yaklaşık 20-25 dk pişirin.
*Son 5 dk sında mantarları ekleyin ve pişirmeye devam edin.
*Servis tabağına alın üzerine maydanoz serpin.
*Haşlanan patatesleri ezin.
*Baharatlarını, sütü, hardalı ve kremayı ekleyin.
*Tereyağ ilave etmeyi unutmayın ve hafif süt kokusu gidene kadar ocaktan almayın.
*Servis tabağına alın.
*Biraz püre bir parça tavuk ve mutlaka üzerine tavuğun sosundan gezdirin.
Afiyet olsun.

#handeninsofrası #tavukyemekleri #menü";25.10.2025;#handeninsofrası #tavukyemekleri #menü
Kışa hazırlık part 2, domates sos yapıyoruz.;Instagram;images/reel_DQHTN0BDKlp.jpg;https://www.instagram.com/reel/DQHTN0BDKlp/;"Kışa hazırlık part 2, domates sos yapıyoruz.
Geçen hafta Antalya’ya gittik. Nilgün anne, Figen teyze ve ben birden 100kg domatesin içinde kaldık. Bize domates sos anneme salça yaptık.

Figen Teyze’nin sosunun püf noktaları;
Domateslerin kabukları doğrandı.
Kıyma makinası kullanarak domatesleri çektik.
Asla yağ eklemiyor, sadece tuz ve şekerle pişiyor.
Şişeleri boşluksuz dolduruyor ve kapatıp ters çevirmiyor.
Yerinden asla kıpırdatmadan üzerine örtü serilerek bir gece bekliyor. 
Sonra tık tık diye kapıya vurur gibi kapaklara vurup ses kontrolü yapıyor. 
♥️

Salçayı sormayın bilmiyorum.
#domatessos #konserve #handeninsofrası";22.10.2025;#domatessos #konserve #handeninsofrası
Sevilen tariflerde bugün sebzeli ve bol baharat...;Instagram;images/post_DQEtGg8DHLm.jpg;https://www.instagram.com/p/DQEtGg8DHLm/;"Sevilen tariflerde bugün sebzeli ve bol baharatlı mercimek çorbası var. Hazır havalar serinlemişken hemen yapabiliriz♥️

Sebzeli Mercimek Çorbası
Pırasa 1 adet
Kereviz sapı 3-4 adet
Havuç 1 adet
Patates 1 adet
Sarımsak 1 adet
İlikli kemik suyu 1-2 yemek kaşığı
Kırmızı mercimek 1 su bardağı
Zeytinyağı 3-4 yemek kaşığı

Baharatlar🌿 (toz kullandım)
Zencefil 1 çay kaşığı 
Zerdeçal 1 çay kaşığı
Muskat rendesi 1/3 çay kaşığı 
Karabiber 1/2 çay kaşığı
Tuz 2 çay kaşığı
İsteğe bağlı pul biber 1 çay kaşığı

*Sebzelerin kabuklarını soyun, kabaca doğrayın.
*Tencereye zeytinyağı ilave edin ve patates hariç tüm sebzeleri soteleyin. 
*Sotelenen sebzelere baharatları ilave edin ve bir kaç tur yağla kavrulması için karıştırın.
*Kırmızı mercimeği bol suda yıkayın, süzün, tencereye ekleyin ve kavurun.
*Patatesleri ilave edin.
*Su ve ilikli kemik suyunu ekleyin, kaynamaya bırakın.
*Mercimekler açılıp dağılınca blenderdan püre haline getirin. 
*Kıvamı koyuysa sıcak su ilave edip bir taşım kaynatın.
*Servis tabağına alın, dilerseniz tereyağı dilerseniz de zeytinyağı gezdirin. 
Afiyet olsun.

#handeninsofrası #çorbatarifleri";21.10.2025;#handeninsofrası #çorbatarifleri
Her güne farklı bir yumurta.;Instagram;images/reel_DQCBAzXDPsJ.jpg;https://www.instagram.com/reel/DQCBAzXDPsJ/;"Her güne farklı bir yumurta. 
Bugün önce mantarları soteledim sonra üzerine tereyağlı göz yumurta pişirdim yanına da sıcak bir demlik çay🫠

Hava böyle kapalı devam ederse havuçlu kek yapacağım 🥹

#kahvaltı #handeninsofrası";20.10.2025;#kahvaltı #handeninsofrası
Antalyada 1 hafta.;Instagram;images/post_DQACPI5DCsq.jpg;https://www.instagram.com/p/DQACPI5DCsq/;"Antalya’da 1 hafta.
Aile, arkadaşlar, bol bol yürüyüş ve tabi durmadan yemekle geçti. 
Arada bir de pazara gidip şişelerce domates sos yaptık👌
Artık kışa hazırım.

Yemek notlarım;
Beyin ve ciğer için Antalya’da 7 Mehmet’e gidiyorum. Gidenler ızgara kuzu ciğer isteyin tereyağlı pilavla geliyor tam bir klasik lezzet👌 bir de üzerine kaymaklı ayva tatlısı🫠 Yine gidildi kriz kesildi.

Yeni Not eklendi.
Gözleme ve bazlama yapan teyzeler Çalırlar’da papatyam kırbahçesiymiş buldum.

#antalya #antalyayemeknoktaları
#reklam #işbirliği değil kendim gittim.";19.10.2025;#antalya #antalyayemeknoktaları #reklam #işbirliği
Yarım kilo kıymadan davet sofrası hazırlıyorum;Instagram;images/reel_DP6g6nHDMP2.jpg;https://www.instagram.com/reel/DP6g6nHDMP2/;"Yarım kilo kıymadan davet sofrası hazırlıyorum. Evinizde olan malzemelerle şık ve lezzetli sofralar kurmak dert değil ufak bir değişimle hem iştah açıcı hale geliyor hem de sıkıcı görünmüyor.

Menü
Domates Çorbası
Bütün Köfte
Kakaolu Glutensiz Kek

Bütün Köfte
Kıyma ½ kg
Soğan 1 adet
Tuz 1 çay kaşığı
Karabiber ½ çay kaşığı
Kekik ½ çay kaşığı
Galeta unu 4-5 yemek kaşığı
Yumurta 1 adet
Hardal 1 çay kaşığı

Üzeri için;
Karamelize soğan 1 büyük
Mantar 1 kase
Rende kaşar ya da eski kaşar 1 kase

Patates için;
Patates 2-3 adet
Tuz 1 çay kaşığı
Karabiber ½ çay kaşığı
İsli biber ½ çay kaşığı
Zeytinyağı 3-4 yemek kaşığı

*Soğanı rendeleyin.
*Kıymayı geniş bir kaba alın.
*Üzerine baharatları, yumurtayı, hardalı ve rendelenen soğanın suyunu sıkıp ekleyin.
*Soğanın suyuna galeta ununu dökün ve kıymalı garca ilave edin.
*Elinizle karıştırın ve buzdolabında dinlendirin.
*Köfte dinlenirken soğanı piyazlık doğrayın, tavaya alın, yuz ve tereyağı ilave edip karamelize olana kadar pişirin.
*Peyniri rendeleyin.
*Mantarları küçük olmayacak şekilde doğrayın ve pişen soğanların yanına bırakın.
*Pişip küçülmeden sadece yumuşamasını sağlayın ve ocağı kapatın.
*Patatesleri kalem şeklinde doğrayın, tuz, biraz karabiber, isli biber ve zeytinyağı ilave edip karıştırın.
*Burada dilediğiniz baharatları ilave edebilirsiniz. İsli biber, soğan sarımsak tozu çok yakışıyor.
*Dinlenen kıymayı yağlı kağıt serilmiş fırın tepsisine alın.
*Elinizle şekil verin.
*Üzerine peynir, karamelize soğan ve mantarı ekleyin.
*Yanına patatesleri bırakın ve önceden ısıtılmış 180 derece fırında üzeri kızarana kadar yaklaşık 35-40 dk pişirin kalınlığına göre süre değişir kontorl edin.
*Fırından çıkınca mutlaka biraz dinlendirin.

Not: Çorbanın tarifi bir önceki videoda, kekin tarifini paylaşacağım.

#handeninsofrası #menü #bütünköfte";17.10.2025;#handeninsofrası #menü #bütünköfte
Patlıcanın en güzel hali;Instagram;images/post_DPydd2BDLD8.jpg;https://www.instagram.com/p/DPydd2BDLD8/;"Patlıcanın en güzel hali😍

Köpoğlu
Patlıcan 3-4 adet
Biber 2-3 adet
Domates 1-2 adet
Sarımsak 1 diş
Süzme yoğurt 3 yemek kaşığı
Tuz 1 tatlı kaşığı
Kızartmak için ayçiçek ya da zeytinyağı

*Patlıcanlarınları pijama gibi soyun, küp küp doğrayın.
*Geniş bir kaba su ve 1 çay kaşığı tuz ekleyin, üzerine patlıcanları ekleyin ve 15-20 dk bekletin.
*Domatesleri doğrayın ve tavaya alın.
*Üzerine dilimlenmiş sarımsak, tuz ve biraz da zeytinyağı ilave edin, pişirin.
*Tencereye sıvı yağı ekleyip ısıtın.
*Patıcanları elinizle sıkıp fazla suyunu alın ve temiz bir mutfak bezine koyup kurulayın.
*Isınan yağa patlıcanları yavaşca bırakın ve kızartın.
*Kızaran patlıcanların fazla yağını almak için havlu kağıt serili bir kaba çıkartın.
*Tüm patlıcanlar için aynı işlemi yapın.
*Biberleri közleyin kabuklarını soyun dilimleyin. Bu şart değil zor gelirse biber yapmayın.
*Geniş bir kapta süzme yoğurt, tuz, sarımsak ekleyin, biraz su ilave edip kıvamını açın.
*Patlıcanları ve biberleri ekleyin, karıştırın.
*Servis tabağına önce yoğurtla karıştırdığınız patlıcanları ekleyin sonra üzerine domates sos gezdirin.

Afiyet olsun.
#handeninsofrası #meze";14.10.2025;#handeninsofrası #meze
Havalar hafif serinlemişken içimizi ısıtan çorb...;Instagram;images/reel_DPwOo76DDZS.jpg;https://www.instagram.com/reel/DPwOo76DDZS/;"Havalar hafif serinlemişken içimizi ısıtan çorbaları yapmaya başlayabiliriz.

Domates Çorbası
Domates 4-5 adet
Soğan 1 adet
Sarımsak 1 adet
Havuç 1adet
Zeytinyağı 4-5 yemek kaşığı

Üzeri için;
Krema
Fesleğen
Ekmek
Kaşar peyniri
Pesto sos

*Tüm sebzeleri doğrayın, fırın tepsisine alın.
*Üzerine tuz, zeytinyağı ve karabiber ekleyin.
*Önceden ısıtılmış 200 derece fırında üzeri kızarana kadar yaklaşık 30-35 dk pişirin.
*Fırın sıcakken ekmeğin üzerine pesto sos sürün ve kaşar peyniri ekleyin, fırında hafif eritin.
*Pişen sebzeleri suyuyla birlikte blendera alın ve püre haline gelene kadar makinayı çalıştırın.
*Kıvamı koyu olacağı için tencereye alın ve dilerseniz sıcak su dilerseniz ilikli kemik suyu ekleyin ve bir taşım kaynatın.
*Servis tabağına alın.
*Üzerine biraz krema ve taze fesleğen ekleyin.
Afiyet olsun.

#handeninsofrası #çorbatarifleri #domatesçorbası";13.10.2025;#handeninsofrası #çorbatarifleri #domatesçorbası
1 dilimde kahvaltı;Instagram;images/reel_DQ3zQxAjNBN.jpg;https://www.instagram.com/reel/DQ3zQxAjNBN/;"1 dilimde kahvaltı💚

Avokadolu Yumurta
Ekmek 1 dilim 
Avokado 🥑 
Tuz
Zeytinyağı 
Kişniş (isteye bağlı)
Göz yumurta tereyağlı 🫠

#avokado #avocadotoast #handeninsofrası";11.10.2025;#avokado #avocadotoast #handeninsofrası
Çıtır çıtır patates ve yanına kremalı, karabibe...;Instagram;images/reel_DPofLrKjLLo.jpg;https://www.instagram.com/reel/DPofLrKjLLo/;"Çıtır çıtır patates ve yanına kremalı, karabiberli bonfile yapıyoruz.

Karabiberli Bonfile
Bonfile 3-4 dilim ( kişi sayısına göre )
Tane karabiber 
Tereyağı 1-2 yemek kaşığı
Zeytinyağı 1-2 yemek kaşığı
Tuz
Biberiye ya da kekik ne varsa
Sarımsak 1 diş
Krema ½ paket
İlikli kemik suyu 1-2 yemek kaşığı
Hardal 1 çay kaşığı

Çıtır Patates
Patates 2 adet
Kızartmak için ayçiçek yağı ya da zeytinyağı
Üzeri için tuz

*Patatesleri mandolin yardımıyla ince ince dilimleyin.
*Kıgın yağda azar azar ekleyin ve kızartın.
*Peçete serip bir kaba alın, üzerine tuz serpin.Tüm patatesler için aynı işlemi yapın.
*Tavayı ısıtın. Mühürlemek için bu kısım önemli yoksa et su bırakır. Su bırakırsa kuru olur.
*Karabiberi havanda ezin ya da poşetin içine koyup tavayla vurun.
*Etleri karabibere kaplayın.
*Tavaya çok az tereyağı ve zeytinyağı ekleyin.
*Etleri tavaya bırakın ve hiç dokunmayın.
*Sürekli ters düz yapmayın kendinize süre verin 2 dk ön taraf 2 dk arka taraf gibi kalınlığına göre süreyi arttırın.
*Etin yan tarafından renk değişimi fark edersiniz.
*Mühürlenen eti ters çevirin.
*Tereyağı, bütün sarımsak, biberiye ekleyin ve tavayı yan tutun, ısıdan uzaklaşan kısma etleri alın.
*Akan tereyağları kaşıkla etlerin üzerinde dökerek 1 dk daha pişin.
*Etleri kenara alın, tavaya krema, ilikli kemik suyu ve hardal ekleyin.
*Etleri dilimleyin servis tabağına alın, çeken sosu üzerine dökün.
*Yanına patatesleri ekleyin ve servis yapın.

#işbirliği yoktur. 

#handeninsofrası #karabiberlibonfile #etyemekleri";10.10.2025;#işbirliği #handeninsofrası #karabiberlibonfile #etyemekleri
Kahvaltı senin için bir sorun mu;Instagram;images/reel_DObNH4iDEEo.jpg;https://www.instagram.com/reel/DObNH4iDEEo/;"Kahvaltı senin için bir sorun mu? Ben kahvaltı olayını seviyorum ve nasıl başlarsam öyle gidiyorum🤦🏼‍♀️ 

Okula ya da ofise dönüş kahvaltısı
1.Klasik
Ekşi maya ekmek
Zeytin ezmesi
Beyaz peynir
Domates
Salatalık

2.Pestolu
Ekşi maya ekmek
Pesto sos
Mihaliç (kaşar,eski kaşar, tulum gibi…)
Kuru domates

3.Fümeli
Ekşi maya ekmek
Hardal
Eski kaşar
Füme et

Dikkat edilecekler;
1.Eğer sıcak yemek istersen yağlı kağıda sar ki direk tost makinasına at, vakit kaybetme, elini pisletme.
2.Sosu fazla sürme her ürün dengeli olursa lezzet olur.
3.Sos niye sürülür ekmeği yumuşatıp lezzet sağlamak için, krem peynir de sürülebilir.
4.Domates sulandırır o yüzden yacaksan ilk onu tüket, ya da sabah içine doğra ekle.
5.Roka da yakışır ama 3 günün sonda bozulma başlar yemeden önce bir kontrol et.

Sorun varsa yaz, çözüm bulalım.

#handeninsofrasın #backtoschool #sandviç";9.10.2025;#handeninsofrasın #backtoschool #sandviç
Pazar çantası;Instagram;images/post_DNLCc36oB6W.jpg;https://www.instagram.com/p/DNLCc36oB6W/;"Pazar çantası🪭 👒

#mevsimindetüket #yazsebzeleri #yazmeyveleri #bodrumpazarı 

Pazara gidiyor musun?";8.10.2025;#mevsimindetüket #yazsebzeleri #yazmeyveleri #bodrumpazarı
Anket gelsin, hangisini daha çok seviyorsun?;Instagram;images/reel_DPMJ4BTDE9m.jpg;https://www.instagram.com/reel/DPMJ4BTDE9m/;"Anket gelsin, hangisini daha çok seviyorsun? 

Yunan Musakka
Patlıcan 2-3 adet
Kabak 2-3 adet
Patates 2-3 adet
***İç harcı için;
Kıyma 250-300 gr
Soğan 1 adet
Sarımsak 1 diş
Domates salçası 1 yemek kaşığı
Domates sos ya da rende 2 su bardağı
Tuz 1 çay kaşığı
Karabiber ½ çay kaşığı
Çubuk tarçın 1 küçük
Defne yaprağı 1 adet
Maydanoz 2-3 demet
İlikli kemik suyu 2 yemek kaşığı
***Beşamel Sos için;
Tereyağı 1 yemek kaşığı
Un 2 yemek kaşığı
Süt 1-2 su bardağı
Yumurta sarısı 2 adet
Tuz 1 çay kaşığı
Karabiber ½ çay kaşığı
Muskat rendesi 1 tutam

*Patlıcan, kabak ve patatesi şince uzun dilimleyin.
*Patlıcanın üzerine tuz ekleyin ve bekletin.
*Kabak ve patatesi yağda kızartın.
*Patlıcanların suyunu beze alın ve hepsini kızartın.
*Bu işlemi fırında da yapabilirsiniz.
*Ayrı bir tencerede beşamel sosu yapın ve ben kıvamını biraz sıvı yapıyorum daha katı da yapabilirsiniz.
*Kıymayı zeytinyağında kavurun.
*Üzerine doğranmış soğan ve sarımsak ekleyin ve kavurmaya devam edin.
*Biraz domates salçası ve domates suyu ekleyin.
*Tuz, karabiber ve defne yaprağı ilave edin.
*Tarçın çok baskın ekleyip bir taşım kaynatıp hemen çıkarıyorum aroması yeterli oluyor.
*İlikli kemik suyu ve maydanoz ilave edin suyunu çekene kadar kaynatıyorum.
*Fırın kabına sırayla patates, kabak ve patlıcan olacak şekilde diziyorum.
*Üzerine kıymalı harcı ve beşamel sosu ekliyorum.
*Son olarak peynir rendeleyip önceden ısıtılmış fırında üzeri kızarana kadar 35-40 dk pişiriyorum.
#handeninsofrası #yunanmutfağı #musakka";29.09.2025;#handeninsofrası #yunanmutfağı #musakka
Toplayın patlıcanları musakka yapıyoruz;Instagram;images/reel_DPEeaelDGBk.jpg;https://www.instagram.com/reel/DPEeaelDGBk/;"Toplayın patlıcanları musakka yapıyoruz. Yaz sebzeleri bitmeden yapılacakların başında bence kesinlikle musakka var.
Musakka severler bu haline de bayılacaktır, kat kat lezzetine doyamayacağınız bir tarif mutlaka kaydedin.

Yunan Musakka
Patlıcan 2-3 adet
Kabak 2-3 adet
Patates 2-3 adet
***İç harcı için;
Kıyma 250-300 gr
Soğan 1 adet
Sarımsak 1 diş
Domates salçası 1 yemek kaşığı
Domates sos ya da rende 2 su bardağı
Tuz 1 çay kaşığı
Karabiber ½ çay kaşığı
Çubuk tarçın 1 küçük
Defne yaprağı 1 adet
Maydanoz 2-3 demet
İlikli kemik suyu 2 yemek kaşığı
***Beşamel Sos için;
Tereyağı 1 yemek kaşığı
Un 2 yemek kaşığı
Süt 1-2 su bardağı
Yumurta sarısı 2 adet
Tuz 1 çay kaşığı
Karabiber ½ çay kaşığı
Muskat rendesi 1 tutam

*Patlıcan, kabak ve patatesi şince uzun dilimleyin.
*Patlıcanın üzerine tuz ekleyin ve bekletin.
*Kabak ve patatesi yağda kızartın.
*Patlıcanların suyunu beze alın ve hepsini kızartın.
*Bu işlemi fırında da yapabilirsiniz.
*Ayrı bir tencerede beşamel sosu yapın ve ben kıvamını biraz sıvı yapıyorum daha katı da yapabilirsiniz.
*Kıymayı zeytinyağında kavurun.
*Üzerine doğranmış soğan ve sarımsak ekleyin ve kavurmaya devam edin.
*Biraz domates salçası ve domates suyu ekleyin.
*Tuz, karabiber ve defne yaprağı ilave edin.
*Tarçın çok baskın ekleyip bir taşım kaynatıp hemen çıkarıyorum aroması yeterli oluyor.
*İlikli kemik suyu ve maydanoz ilave edin suyunu çekene kadar kaynatıyorum.
*Fırın kabına sırayla patates, kabak ve patlıcan olacak şekilde diziyorum.
*Üzerine kıymalı harcı ve beşamel sosu ekliyorum.
*Son olarak peynir rendeleyip önceden ısıtılmış fırında üzeri kızarana kadar 35-40 dk pişiriyorum.

Yunan Salatası
Domates
Salatalık
Biber
Kırmız soğan
Kapari
Kalamata zeytini
Feta peyniri
Kekik
Zeytinyağı
Tuz

#handeninsofrası #yunanmusakka #yunansalatası";26.09.2025;#handeninsofrası #yunanmusakka #yunansalatası
Düğün yemekleri başlı başına bir kültür;Instagram;images/post_DPBwefdDDFJ.jpg;https://www.instagram.com/p/DPBwefdDDFJ/;"Düğün yemekleri başlı başına bir kültür. Her yörede farklılaşıyor hatta kendi içlerinde bile değişkenlik gösteriyor. 
Mutfaklarda erkek egemenliği varken böyle zamanlarda kadınları ellerinde kepçeyle yemek başında görmek bana güç veriyor ve iyi ki onlar gelenekleri sürdürüyor🌸

Bodrum’a taşındığımdan beri aklımda ve merak ediyordum. Geçenlerde arkadaşımla konuşurken haftaya yakınımın düğünü var gidelim dedi direk sözleştik ve bugün düğün evinin sofrasına misafir olduk. 🙏🏻 bereketleri bol olsun, ne var ne yok yedik🤲

Yemek kültürü hepinizin aslında aşina olduğu bir konu ama yazınca başka oluyor. @bodrumbel ve Başkent Üniversitesi birlikteliğiyle müthiş bir yemek kitabı çıkartılmış. Bodrum bölgesine ait tüm yöresel yemekler, kültürler anlatılıyor. Düğünlerde ne yemek yapılır ayrı ayrı yer verilmiş. 
Kaynak ilk sayfadaki görseldeki kitap, düğüne ait özel olan tariflerin fotoğraflarını ekledim.
Belediye kafelerde kitap bulunuyor oradan satın alabilirsiniz. 
@bodrumbelediyeas 

Bodrum Düğün Yemeği
Tavuklu keşkek
Etli nohut
Lokum pilavı
Tatar
Cevizli baklava

#işbirliğideğildir yaşadığım kültürün reklamı🙏🏻";25.09.2025;#işbirliğideğildir
